央视,#genre#
cctv4,https://live.ottiptv.cc/mcp/cctv4.m3u8?userid=423579792&sign=776b896bc286b4a787ac483cc7aaf2842f5888155b1b6e8f6960a98387b599810f42c9b0f6c51a70b8b6e7414c32fbf3a47e64d5f8e590c451ab08db5bbba018214b8dd68d307e33c11ad733&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV4,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226335/1.m3u8?
CCTV4欧洲,https://mgtv.ottiptv.cc/mg/608807419.m3u8?userid=423579792&sign=eb0a71d5c43e29849207cddcf646b1d4143a9faf3d947a6a052a494b10b5b6065911168e6eb023c5a551098d074fbba3246b2792a70fd33b678d575deaf8c409a87f807d0309f2ba1b74b203fb1e094d&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV4美洲,https://mgtv.ottiptv.cc/mg/608807416.m3u8?userid=423579792&sign=1f82eef62c0a0e39baae89f40525c5c0bb9b89072fa1e35ba289aad3a57e96a3a1c74dfac3fc2d69fa0f9fd3063dbf4fce77e1dfa4e1d0fee956078c34f83ed2304b5b69f058838e33cea6954f10ca02&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV5,https://mgtv.ottiptv.cc/mg/641886683.m3u8?userid=423579792&sign=348c6750d8498ad7602ddd227fa862970b21384097958ea1708028b8cc47d39a48e5188252e8210cd9b32656c731d71709bb678600fdfb1043845b52aef3c5236d64773daea785cea29ef458c0d6c7d1&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv5,https://live.ottiptv.cc/mcp/cctv5.m3u8?userid=423579792&sign=75b12934c980910c34e731fcbef4ccc196f317ab810b86c22dd33bd593bc908bde429b883ff3d0e352141ff1f10c7c9e5e42f8e9f05ff4779d2b351dc192bd8624a4c9d0df36f937f3d4928f&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV5,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226469/1.m3u8?
CCTV5,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226894/1.m3u8?
CCTV5+,https://mgtv.ottiptv.cc/mg/641886773.m3u8?userid=423579792&sign=a75169b54a38c56124ed58ea1546c3e2d6c54b416d1a827b0107a751b59a85573113cff5e09c2d572681caddfc3ad746a9737c5af9ddab1bca65d315bc049c549db406e4b7f6b2c97ad6c5d3abaebc57&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV6,https://mgtv.ottiptv.cc/mg/624878396.m3u8?userid=423579792&sign=16cf7d3eaebf64e5b5f5758b49b557d7016e13bde9cd015754258015d097bbb272cf49cb1d5065503eb908f0aecc6f119e142a35ac79bf42f45e4a2325b84731bc979e9da0f942bf1e3662fa3e137329&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv6,https://live.ottiptv.cc/mcp/cctv6.m3u8?userid=423579792&sign=b1d40270992091150242981f0acd4d8b766ed7fd63f4becb7527e88975619c4c9f7419588eb06ad50ee89fe9e20f0048890fbc2769ad0f56a23e9c85eb4d54b91f70d2a8f062015a9f62a994&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV6,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226468/1.m3u8?
CCTV7,https://mgtv.ottiptv.cc/mg/673168121.m3u8?userid=423579792&sign=c31fcb1fbf9a2c70884aefa5feaaaacd02c3c48679f9b0a1cb627642ae0ecb8db07818dbf044f29582589c2f709a815bca3ec26c6cb94bdcd47e854c192bf17f4a5220f012c4b032c0a670da228496a0&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv7,https://live.ottiptv.cc/mcp/cctv7.m3u8?userid=423579792&sign=b27de76243814fa9bbe773a5f7f90ce632ec6b3f871c9267ee0c5882ca50413a529795ff426dbc833727b25ebc25effac79d9af91796e0dc1bbb5f0d7de07b12f9b20edd70484d9106ec038a&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV7,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226946/1.m3u8?
CCTV8,https://mgtv.ottiptv.cc/mg/624878356.m3u8?userid=423579792&sign=bd48d6d25dedf5562c3c1a9c31978b5b043e99844aeb5da80ac313e15604cbabbc6d5a927a9838a3a34dd8f9d08dde7a198b9b3f47cbd16a9a57be2b86d9e3fa9d03f3ccf4b2d05166e3fa6dea7f55ee&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv8,https://live.ottiptv.cc/mcp/cctv8.m3u8?userid=423579792&sign=83e92f0542026644f7ed64bea427b9c5929b357ac9ee24402e3f8be0276996a06120691b63ff925cce8c91c9610514ec1fe639e9e0ecea4f9445b886b3e7f0f08099791e29e6ebbf4bea64ec&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV8,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226485/1.m3u8?
CCTV9,https://mgtv.ottiptv.cc/mg/673168140.m3u8?userid=423579792&sign=ee5057347d0ca9dccff52421d893c22178ffff2e348b8a81030f175469f1119122a90ca0847d163db7061a2e5a0bf3d95955918860c8276f6b09812b684322f7c86940373421a79295a2c983261c906b&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv9,https://live.ottiptv.cc/mcp/cctv9.m3u8?userid=423579792&sign=b78a009687d220b15ebfefbc7ab6955d75c6f398e1f889b76ad19e2c385ccc3e73e9f4ce1c67af7ac9b4a22455e1d3ae8e2a14d9fd57875d9eef5584481ca87b572d698c874d2e545511bcad&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV9,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226944/1.m3u8?
CCTV10,https://mgtv.ottiptv.cc/mg/624878405.m3u8?userid=423579792&sign=9e522cb08e6ce12ca0593e30e5e187f419735e79bce2e3a7a499b7543b046143364117e78389cc312f7c596a8abbd9a0f3e70a1175bf49b8766a9c2c53601d589d3b872fda83c984f5c6ebbfb9326928&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv10,https://live.ottiptv.cc/mcp/cctv10.m3u8?userid=423579792&sign=09c012e0f4e7d1b62223dd589421da3bac82129b62b01ccf2fa09d0f236b34127c8199003344fcb86fad7d588570e9af96d0b1280becfdd780f26e10b5e026f439e2077fa2d3446e7b6344fcd0&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV10,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226937/1.m3u8?
CCTV11,https://mgtv.ottiptv.cc/mg/667987558.m3u8?userid=423579792&sign=fbf009e6a816b82187f3d93c4a4d9f4fa9af8ba75873799e115b0bdb84690792b67da6da8f2bd9823936b1124afeb2aa01d96e4c0d50b26cbec5f4dcdc8668548c17698d994808b054f87cbfae82f305&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv11,https://live.ottiptv.cc/mcp/cctv11.m3u8?userid=423579792&sign=891a5aba2a98fc5bdbdf4ab61b2f4344296c17d72b7e86326e9a6298a95fd3623720877f6297979f65e4795957ef7fb0dd0e6110ab9379be3d2da40b7f1d5b6529c96fe7c55377b91b1bba4f38&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV11,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226334/1.m3u8?
CCTV12,https://mgtv.ottiptv.cc/mg/673168185.m3u8?userid=423579792&sign=7cb9b0c450fed9d95fa342e2f1772ff1f4ab53b016641a3a28acaa6d42544c86dd0904e2ed439432fd82a9db43a68cae422e40e672f82dabf0207f65dbc49183051e262b8de3abc0f69a572332b0e42e&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv12,https://live.ottiptv.cc/mcp/cctv12.m3u8?userid=423579792&sign=ae99d4db4676d346bc5f525fc5bf587d459c8500f76770da63f95324bed557e86dc0856d06ff4c817d901a2a9fc56a703f987f9537fa3c7c525689e2801d15ab55fc97e7b03d0d7e90185eab42&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV12,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226942/1.m3u8?
CCTV13,https://mgtv.ottiptv.cc/mg/608807423.m3u8?userid=423579792&sign=32bd2f97b3e2dcf50341873f6ec3b34ee65bee4256fc888190a7ec2e3b6e26f0324f902db94cf43ecd36e1848bab92f9df406e3b6e329442dc21005d719585366da4daef71964ee1e87ea701f1ea96f4&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv13,https://live.ottiptv.cc/mcp/cctv13.m3u8?userid=423579792&sign=82d1ce080e8230db908bb2391ecbcab5cbdb5db6cb85fb3853191b48daf9c08d35ccab982e53ab36e0ced8cef3675d165ca7b39ed97fee89cdc2ada0692839976fe623d5c7c95e4b45bfd087a5&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV13,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226316/1.m3u8?
CCTV14,https://mgtv.ottiptv.cc/mg/624878440.m3u8?userid=423579792&sign=33befea2e2272d00e5d72e37de3e1250b4a09f39a3aa56fe89b822be6d1f740a45965c3359d247b82ac878aaee751123384386569746aa4dbebac6da19f7ad518cf76ce13814156bf25a869dece71d46&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv14,https://live.ottiptv.cc/mcp/cctv14.m3u8?userid=423579792&sign=b287a2ebcaaf07e011d6764425bdf180c1b50af63435e10d0c05f6cdbb71ab0fc471af290287f6c7e22facdd0c829d9becee399ecdcfdd4fa3f663527768a634ca25e6fe6e7a154a0ea10aca8b&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV14,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226947/1.m3u8?
CCTV15,https://mgtv.ottiptv.cc/mg/673168223.m3u8?userid=423579792&sign=ee9b154b6f29a3a4c3ee83da19558472b8f65391d69b760f40fbbde91947647f5de586ce00a22987a322e7be5867c362392ff4de282627c908ad96cd8309546a8b396b9cf0b73feb565f7db0105c32d5&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv15,https://live.ottiptv.cc/mcp/cctv15.m3u8?userid=423579792&sign=f05b34ee9a6125fcc103c92f4007852831a299a1b0c33dfea4438f6140c766eb9264800b25822bfba89d84e009157e7351c2fd7f6ba16cb91ef730a168ce970475d0e6d4a0f81be857a2bfa3a2&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV15,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226333/1.m3u8?
cctv16,https://live.ottiptv.cc/mcp/cctv16.m3u8?userid=423579792&sign=c51e54a86143887167055720e21491c3c5de9ce14e4f61f9505f55c7fc60ae81b745f02952c34577397290727ce30f1a5788ade8116ada630a62479641bb9b4e3d3bd103aed7e18c5efae1abaf&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv16,https://live.ottiptv.cc/mst/cctv16-2.m3u8?userid=423579792&sign=230d53c3ca68a38fb8f9f7dfa36885d525a3c7059253a29aaebdaebc5265fc0dfb54eca4fd908442453aa82bf60fc1890a8542be114570155678213ef1529f52b1a084377e372e20ade994aabc0e28&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV16,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227002/1.m3u8?
CCTV17,https://mgtv.ottiptv.cc/mg/673168256.m3u8?userid=423579792&sign=957058b69566911d8130ec0232efdd45c206fb589e3ab5c3dc55f8d69e51c3b3b198970eac936fd01b0c9d966a09781939a17a2d65e49fd221006d001b9e8600f79cc123252e8a1368f6bf3d681fe6ef&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv17,https://live.ottiptv.cc/mcp/cctv17.m3u8?userid=423579792&sign=9fdf2961cb170463c30069f95d024308d8579edfee6b2cbff8201483604fb2584abf7eecdebb495c1d75f0bc56299d556df7f0d36c1ee7d2a74d16fca7f08d45ae3694bb698776946b7a79d9fd&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV17,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226318/1.m3u8?
CGTN,https://mgtv.ottiptv.cc/mg/609017205.m3u8?userid=423579792&sign=3d7592ab7e30a228322e7a65c9c2cbc04a142376783f35ae186ac09be272352cc9c629b866fa0e245ca5152eafbd6d71e12ef7e8ac61fce7842e21b3bf0d9931d4181fe99c6686a2b6ae96141f357017&auth_token=acb0c268be4342419aa3ba49796b45e0
CGTN,https://0472.org/hls/cgtn.m3u8
CGTN西语,https://mgtv.ottiptv.cc/mg/609006450.m3u8?userid=423579792&sign=bc1037dfa1ec46f04f9647eb98e1060bcade4ca1de20c6f67b2c4d0e0414e06769cb5b58b9820c4eb2f4410dd69264cc5f85e00b79edd037ccd1352124ea7e2e6aefe9222e2490a08be13bb1c9c6a9f3&auth_token=acb0c268be4342419aa3ba49796b45e0
CGTN西语,https://0472.org/hls/cgtnx.m3u8
CGTN法语,https://mgtv.ottiptv.cc/mg/609006476.m3u8?userid=423579792&sign=38ae96cc9f9b66f3ab0d5cc6d468a28c20c1f535f48dab3e17b5174ef4e204c9522c06750dbf391db5a152fe3892580500c5752f5d4843995ce681da03d2b792b279dad3aa1f6a206e73de7f4c711104&auth_token=acb0c268be4342419aa3ba49796b45e0
CGTN法语,https://0472.org/hls/cgtnf.m3u8
CGTN俄语,https://mgtv.ottiptv.cc/mg/609006446.m3u8?userid=423579792&sign=d96e5a1709fcf7ebd2e3da739afe83c969281c146c28798213793ac97e38aab5e275b075920c776113aeafd028384e3f9a4c0373ad8cb0300bbea72f29edcf05e3d8fe4391922a9b8a4a474f12155ae5&auth_token=acb0c268be4342419aa3ba49796b45e0
CGTN俄语,https://0472.org/hls/cgtne.m3u8
CGTN阿语,https://mgtv.ottiptv.cc/mg/609154345.m3u8?userid=423579792&sign=62ecd3c20c348325a2d0e09bcf4855843061aaadcf9430d2638900f6648f23c970b600ffed66446df134905110a320569acec1869a0fd47bf070465afe061f90d064b43d4fe84beb45bc361292d941bf&auth_token=acb0c268be4342419aa3ba49796b45e0
CGTN阿语,https://0472.org/hls/cgtna.m3u8

卫视,#genre#
安徽卫视,https://live.ottiptv.cc/mcp/anhui.m3u8?userid=423579792&sign=723e7ca150b7bf429547be14977aa547f8ff6b8c5778aa071fb826fa6c64491fdc07c689c09f1df849b3420f9b647411f164fc57372afa4aef1af770f083768c039dbac118aa8ac3b9c9ccb9&auth_token=acb0c268be4342419aa3ba49796b45e0
安徽卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226943/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E0QmKQ_slRCwvVVUUfxPVbw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
北京卫视,https://live.ottiptv.cc/mcp/beijing.m3u8?userid=423579792&sign=2dcb1f86e56dfebb40ec57fd844095b0209226c56123d48a797297c4125b5cc75608e45d9e04b55f58fab49e54fb8c0433bc9af53b79bcac7f4a1b1d6200a23a53d8d4a11d57f2dd6be5c2c30aee&auth_token=acb0c268be4342419aa3ba49796b45e0
北京卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226900/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EcYPi33WFyhvd6SjmqUKhJg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
重庆卫视,https://live.ottiptv.cc/mcp/chongqing.m3u8?userid=423579792&sign=ac3e1de8a629def893840541a1e894dffa4732e58922e6951786d4dd973729af860f2ffa0ad1a0feac69e49522b85c0657d59931de3e8e947b9ce8b6799a9122d12c2631f1641523e9218c58580b144a&auth_token=acb0c268be4342419aa3ba49796b45e0
重庆卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226963/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EjTXsJprEx2nE38tdvu5lhA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
东方卫视,https://mgtv.ottiptv.cc/mg/651632648.m3u8?userid=423579792&sign=bad4c8c894a64083c61aacc5e81bda505f1ae8000d735fa2237866541b31344a18bf5c71625af9cc9be1364406adc2c98066bb093084a773e750ca755efedbff118892f68daf78540bc5992be6ce4823&auth_token=acb0c268be4342419aa3ba49796b45e0
东方卫视,https://live.ottiptv.cc/mcp/dongfang.m3u8?userid=423579792&sign=1a3ecbde4424ba11cfb6f463956bd36f86efa726f82bc25f0622b33959bf82927594f5e32a6406dc29cf6c55b19277e50877279813cf76cebeb3bc59e85fcdfec3380323760575dd338d45ebd5d142&auth_token=acb0c268be4342419aa3ba49796b45e0
东方卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226898/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E0uh4lyjjBCCN7TCq21vSIQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
东南卫视,https://mgtv.ottiptv.cc/mg/849116810.m3u8?userid=423579792&sign=a6577c595beb125be91906715a09ed2936b99746ac4d67c38797099d6033dd78df1f93af06f2f7f2b1e55d61d327ab1017b327b8e39c5e72b9b68687beab6c751603438a676624ddf6af5b6a1071e59e&auth_token=acb0c268be4342419aa3ba49796b45e0
东南卫视,https://live.ottiptv.cc/mcp/dongnan.m3u8?userid=423579792&sign=8a4b91d80ddc97478dc61498fa9d9875e8745f6769f9d96f89df580eac202630526a2c458fc5a9762fcb06683d7181c8498dbb6b796bbaede5adf14be687416be149ab10f04524e02040398b2b32&auth_token=acb0c268be4342419aa3ba49796b45e0
东南卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226991/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EQ6F5Mjgs0tJyEArWFL3vQA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
甘肃卫视,https://live.ottiptv.cc/mcp/gansu.m3u8?userid=423579792&sign=6c94f16b1b50504c97f16e80d2109934ceb9e5b6b4757d35e117d052eeeff38b4ca849a809f800a9f82512ee84c1ee5f37ac1f62719dc7f4bb4a1c9025ecad23a5545f4b251f7046e6aca0ce&auth_token=acb0c268be4342419aa3ba49796b45e0
甘肃卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227020/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Err-CLugPnTcUinEM8JeySg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
广东卫视,https://mgtv.ottiptv.cc/mg/608831231.m3u8?userid=423579792&sign=a805328a8d78e05ea74ee89c49d8cf137dbef5ab9be7c123b2121cdef434b98b6aaa3c4f9c30fdeb0e8f1452e3f010bfb806a12e8f8308b486cfc083d00ad7e525e0136f954f18b983ad6fed2e9c1872&auth_token=acb0c268be4342419aa3ba49796b45e0
广东卫视,https://live.ottiptv.cc/mcp/guangdong.m3u8?userid=423579792&sign=bdd6defddfe60feefc566db15d68ea1264868e9c78f5f81e471de4fec5024237d4401f53c7f72a78f2a042c247a4688a0773a49eda78674f88b03493720334b69d4bfded5c94140b96ae8e0057bd3383&auth_token=acb0c268be4342419aa3ba49796b45e0
广东卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226961/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E2MGyx659D_aaDPP0qt3NgA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
广西卫视,https://live.ottiptv.cc/mcp/guangxi.m3u8?userid=423579792&sign=7530ade3b20f891b5138c3febd69d3570ba60fed68c0af41d91afd5e2f7604fdfecf24194de6ac8c4e7e5d5c90c1fd80741256fd7b1a2d485d7a44cce332a4160d740a4e01ffcc37b18c121f0ac4&auth_token=acb0c268be4342419aa3ba49796b45e0
广西卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227010/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EkAhb-89sxdm9fz6-heXCuw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
贵州卫视,https://live.ottiptv.cc/mcp/guizhou.m3u8?userid=423579792&sign=b0e2d39f9f5628f9aa29647dfab02bc841307cd3f1cfdec6726ddcb345652421397eecf5aa3595fb0fda86e29377f03b27c0d5e45146e8fe992bc194999dbfac6f907407b6bc3d29d98226de6f8e&auth_token=acb0c268be4342419aa3ba49796b45e0
贵州卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227012/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EnqBF03rFwPucF8ODtWxLQQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
海南卫视,https://mgtv.ottiptv.cc/mg/947472502.m3u8?userid=423579792&sign=ac0eee94699c1bb5e819951ee49a062fc1573e1cc604c8ef6042a1c0c116d2fe30f1bd593f66c108f3f2967370657527a038858e5be919ba2d896ca3deea009e2c261d2708541a58c9bae2f0e3e76646&auth_token=acb0c268be4342419aa3ba49796b45e0
海南卫视,https://live.ottiptv.cc/mcp/hainan.m3u8?userid=423579792&sign=73d6ebffe3d05bc026ac7150609d5925312cd41142d345cae8577fae9aab43d4b79cef2c16c219c8cced3010ed0a0d17dc56cd1a1739bfabda65253661e8b62cbf19a70a0ea51875d5c417cd6c&auth_token=acb0c268be4342419aa3ba49796b45e0
海南卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227029/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EEuBMjt2kLMD8fAO7QYER7Q%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
河北卫视,https://live.ottiptv.cc/mcp/hebei.m3u8?userid=423579792&sign=434bd132009aeb48710a43988a61d22a1a2d1733fa5a8efe7c629d2036f365240b4e1e3946413987d0953ea3a6e5606f4ae366fc838293da6957100b64568075c5bd880dc7f8b658613aa9ac&auth_token=acb0c268be4342419aa3ba49796b45e0
河北卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227014/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ErSGjhI3DMaaAASPrbQJYTg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
河南卫视,https://mgtv.ottiptv.cc/mg/790187291.m3u8?userid=423579792&sign=930bc7105cc85ff6291f6e5a698a9afefdf08d08b475535412b8955f4f234a58d51d67b26fdf5300f8dcb97b94ace85fa35667969995baf4517164ea299dec32fda106cd59f59992b14a534e5fb780d0&auth_token=acb0c268be4342419aa3ba49796b45e0
河南卫视,https://live.ottiptv.cc/mcp/henan.m3u8?userid=423579792&sign=a20eb8621e41e42542cc78700be0db95bf2cff9953fc9e253a01d3a0ab68f3ba33e506fdab0c930c2154fe906ddb20ca4929e307fa552354c9e7fb9bdc2be56e5b4b9eb37c82fab8a1dc5d9f&auth_token=acb0c268be4342419aa3ba49796b45e0
